gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5003323538				https://sfg.taxonworks.org/api/v1/images/429ad5b3335aa3e06fa723ab3df817e4										
5003323535				https://sfg.taxonworks.org/api/v1/images/dac5edd11f0da246bc02231496521ddb										
5003323533				https://sfg.taxonworks.org/api/v1/images/d305123630fb447607384681da4785f3										
5003323516				https://sfg.taxonworks.org/api/v1/images/a8953a94888e80c2782dbb637d140a27										
5003323515				https://sfg.taxonworks.org/api/v1/images/0ecfddbad50e3ee01be736a40010682c										
5003323509				https://sfg.taxonworks.org/api/v1/images/d31eba66895eea31abeaf6cb5392ec61										
5003323509				https://sfg.taxonworks.org/api/v1/images/587105628c7a210ceaad757a4c4343d3										
5003323507				https://sfg.taxonworks.org/api/v1/images/6db0cd6f02cc6f137a10280e3833aa13										
5003323505				https://sfg.taxonworks.org/api/v1/images/fa871d9909a950caef78d6bfa1e1a095										
5003323504				https://sfg.taxonworks.org/api/v1/images/cc8979cda1f83fe8d0bb735b16784a83										
5003323502				https://sfg.taxonworks.org/api/v1/images/f313cd74233dd789e534ba54cf9f4696										
5003323495				https://sfg.taxonworks.org/api/v1/images/2382f76397233e1c54964af7b0289a73										
5003323494				https://sfg.taxonworks.org/api/v1/images/0fea6600b2bd2f099d0c623498ea3867										
5003323494				https://sfg.taxonworks.org/api/v1/images/3d6277d6b88e932fb48067f3dc3ca37b										
5003323489				https://sfg.taxonworks.org/api/v1/images/f0c9260be9547bd22b8c9e0f94e4f1f9										
5003323488				https://sfg.taxonworks.org/api/v1/images/41fc67a95803a18794c1270b94561abf										
5003323487				https://sfg.taxonworks.org/api/v1/images/935fc25bac14b6739eb713ef76111485										
5003323482				https://sfg.taxonworks.org/api/v1/images/cac61a1fdf21c0d077d7f92bb3adb85c										
5003323480				https://sfg.taxonworks.org/api/v1/images/0dbc862f0852c4e6638acd56fb4d0aa5										
5003323478				https://sfg.taxonworks.org/api/v1/images/b03b9c1b280c2e620ed444b22b2949a9										
5003323475				https://sfg.taxonworks.org/api/v1/images/e34a63f25853608f74625523bac6b97e										
5003323474				https://sfg.taxonworks.org/api/v1/images/7c14943cc294ea6cb6a1dc2d0bf437d3										
5003323472				https://sfg.taxonworks.org/api/v1/images/d2400c749f98770a99b5a37b9fdaaabd										
5003323471				https://sfg.taxonworks.org/api/v1/images/c6467fe7e9b8237afa20ab994561405a										
5003323469				https://sfg.taxonworks.org/api/v1/images/895e0b48fcaae79b9679b8313dd14336										
5003323466				https://sfg.taxonworks.org/api/v1/images/4a5acb733858eb1872956c476bf0ebdf										
5003323465				https://sfg.taxonworks.org/api/v1/images/350910ab45fdbaa5141b3fbf76b3f41c										
5003323465				https://sfg.taxonworks.org/api/v1/images/d2314721d36199aa27509add9ff5b5ec										
5003323463				https://sfg.taxonworks.org/api/v1/images/b499b46179e20fcd6167162ef4083fac										
5003323460				https://sfg.taxonworks.org/api/v1/images/a46e8c80367328b7123b5b64ae77ceb5										
5003323459				https://sfg.taxonworks.org/api/v1/images/feb3448910632aaad05cda855ac30e40										
5003323457				https://sfg.taxonworks.org/api/v1/images/2719a67407c505e0cf95fe7fe1fd3b12										
5003323454				https://sfg.taxonworks.org/api/v1/images/fea44daca8b61781d9f65281231fe840										
5003323453				https://sfg.taxonworks.org/api/v1/images/2b654ebbf2128579d294d250182149fa										
5003323452				https://sfg.taxonworks.org/api/v1/images/3b47f6b08c0f742e379184053019e287										
5003323450				https://sfg.taxonworks.org/api/v1/images/839248c0785bcac3230cfff25048f77e										
5003323449				https://sfg.taxonworks.org/api/v1/images/ae962fbffe92cf5772a97941bd9bb55b										
5003323445				https://sfg.taxonworks.org/api/v1/images/8013f88647cd9c9d71f350e1a6c6649c										
5003323444				https://sfg.taxonworks.org/api/v1/images/7083688d0d002294a0fd78e3f5d90c36										
5003323443				https://sfg.taxonworks.org/api/v1/images/535532e14de0f3d5c25a6ffedf28bf42										
5003323440				https://sfg.taxonworks.org/api/v1/images/303375f30a46c209e531583afa925a31										
5003323435				https://sfg.taxonworks.org/api/v1/images/726ace36b8b7ae83fbfba498f9361a5a										
5003323429				https://sfg.taxonworks.org/api/v1/images/023efa9a9b63fa0d94a032566ca97649										
5003323428				https://sfg.taxonworks.org/api/v1/images/c4635823c4cd22ce1f7f42d690f70ca6										
5003323427				https://sfg.taxonworks.org/api/v1/images/2591091e5956418277b4bb7c6cae93a8										
5003323426				https://sfg.taxonworks.org/api/v1/images/3e83d5ddeaf086306325e6ddbf280749										
5003323423				https://sfg.taxonworks.org/api/v1/images/3b47f6b08c0f742e379184053019e287										
5003323421				https://sfg.taxonworks.org/api/v1/images/0d8865d2470cf2b52e1f880dcee83aad										
5003323420				https://sfg.taxonworks.org/api/v1/images/3761a52ee257c32ef94f7a5eafa629a4										
5003323419				https://sfg.taxonworks.org/api/v1/images/7c2a1960028ebb46202e9720cd824fef										
5003323410				https://sfg.taxonworks.org/api/v1/images/57cddc6a181e1be76966fc7163d71bea										
5003323408				https://sfg.taxonworks.org/api/v1/images/ca46a37d7fb90ab9a9600f485006b842										
5003323407				https://sfg.taxonworks.org/api/v1/images/ef5d8fdcfdc02f7f1e754e45082f9942										
5003323405				https://sfg.taxonworks.org/api/v1/images/ad38f12012947745e0b5f9d4b88e0586										
5003323404				https://sfg.taxonworks.org/api/v1/images/5b3c181f83ea421b0859cd97f004200a										
5003323402				https://sfg.taxonworks.org/api/v1/images/1d3edef755f928c438d9e56bdc24ed16										
5003323399				https://sfg.taxonworks.org/api/v1/images/07ff539e00d7259c94f8acb1174c12d6										
5003323398				https://sfg.taxonworks.org/api/v1/images/d81d96be8c35a17a50db0f8f333424ab										
5003323396				https://sfg.taxonworks.org/api/v1/images/05e762ba97bcab587769851f623a4655										
5003323392				https://sfg.taxonworks.org/api/v1/images/5cc4729ab50ad6073721a940d0333284										
5003323390				https://sfg.taxonworks.org/api/v1/images/39a16946f1d97c635737e4c535e789c3										
5003323385				https://sfg.taxonworks.org/api/v1/images/b5d9fc3620b66d8d9be3593e662fc46d										
5003323384				https://sfg.taxonworks.org/api/v1/images/05f631f1b8a0b56edf3d57e59a92f998										
5003323383				https://sfg.taxonworks.org/api/v1/images/7b31079f2f2e36e23d57ae99b64a6b05										
5003323382				https://sfg.taxonworks.org/api/v1/images/ad34d7634418ee403b05384f9264c56e										
5003323379				https://sfg.taxonworks.org/api/v1/images/fa3e6dbfca61a91a1c4a27eddbd8a7ab										
5003323377				https://sfg.taxonworks.org/api/v1/images/e3910c5060affa0ff0d0bb4c544ccb6d										
5003323376				https://sfg.taxonworks.org/api/v1/images/f941596dde7bde2cc1e5ba222472e3da										
5003323372				https://sfg.taxonworks.org/api/v1/images/e72093cbf19a12f6ad5be08ec63f483c										
5003323368				https://sfg.taxonworks.org/api/v1/images/fdcf076084d937167e36b1431622dd73										
5003323354				https://sfg.taxonworks.org/api/v1/images/f603a60e62cfa25c722a7b2a416618f8										
5003323350				https://sfg.taxonworks.org/api/v1/images/5af9b6ff551f2dbf8d21dad12a2b3366										
5003323348				https://sfg.taxonworks.org/api/v1/images/8465d17edd9cdf4c9d7c61c79a0f9cad										
5003323347				https://sfg.taxonworks.org/api/v1/images/c91428b07b7238bb58e576cddb7846bb										
5003323345				https://sfg.taxonworks.org/api/v1/images/362625aecf4d94a073e91d0faf0e1336										
5003323344				https://sfg.taxonworks.org/api/v1/images/736178b72c1352aee1cb21bc64fb5b02										
5003323342				https://sfg.taxonworks.org/api/v1/images/b8f63e69459c1715bac2e63da449e4a9										
5003323341				https://sfg.taxonworks.org/api/v1/images/81663edc019aa7969653c97145ea7b4d										
5003323339				https://sfg.taxonworks.org/api/v1/images/b4f3e35ee2bd196497c1ca737098192c										
5003323333				https://sfg.taxonworks.org/api/v1/images/023efa9a9b63fa0d94a032566ca97649										
5003323330				https://sfg.taxonworks.org/api/v1/images/00f03d69a76eeabb509ee7f5c0dca185										
5003323327				https://sfg.taxonworks.org/api/v1/images/57c1d2daa0852f77ab01cc157e89c4bc										
5003323326				https://sfg.taxonworks.org/api/v1/images/fc8911a4440c4d0dcdca1e1e94198cb3										
5003323325				https://sfg.taxonworks.org/api/v1/images/87f7c2fa72e4721f0de33f8bc2406091										
5003323322				https://sfg.taxonworks.org/api/v1/images/6e083cfa3d249a82d90c20aa6b040e8d										
5003323321				https://sfg.taxonworks.org/api/v1/images/b8f63e69459c1715bac2e63da449e4a9										
5003323316				https://sfg.taxonworks.org/api/v1/images/61b0b83f294d0c9f4e051cfb1bad4be5										
5003323316				https://sfg.taxonworks.org/api/v1/images/fcdf5c47b49a3f416a97ad44024ff52d										
5003323314				https://sfg.taxonworks.org/api/v1/images/ca7ece1e9f3cf1f6d0a384177e6c9200										
5003323312				https://sfg.taxonworks.org/api/v1/images/7cbc395c47d3822ba2e5da7545ee4086										
5003323311				https://sfg.taxonworks.org/api/v1/images/33bab35ed5f7a5bf581cbac223c4fabd										
5003323297				https://sfg.taxonworks.org/api/v1/images/0bca96ea3f156c7d418529307a4a3103										
5003323296				https://sfg.taxonworks.org/api/v1/images/236fe0abae1fca815fa23c26ae070bff										
5003323294				https://sfg.taxonworks.org/api/v1/images/6c70b7327e1fe8fc8105536c5f3f1cb5										
5003323292				https://sfg.taxonworks.org/api/v1/images/7df3acd5e6d206a5c89c7d580f14592d										
5003323292				https://sfg.taxonworks.org/api/v1/images/2e4e834b535760a94bb1b161e79b233f										
5003323291				https://sfg.taxonworks.org/api/v1/images/ea6e545133934c15993612790136a88f										
5003323290				https://sfg.taxonworks.org/api/v1/images/01b048afbed8e1c095ea5921ee68ebc6										
5003323288				https://sfg.taxonworks.org/api/v1/images/24c17466a21b4e00babebcea81c00210										
5003323282				https://sfg.taxonworks.org/api/v1/images/50f598cd9029862fc584d55b188c3d01										
5003323281				https://sfg.taxonworks.org/api/v1/images/2f23e4d7b7a885cbd868becaf769f8b3										
5003323280				https://sfg.taxonworks.org/api/v1/images/3134587c5db415de2ebdc31045d8c376										
5003323279				https://sfg.taxonworks.org/api/v1/images/9aa0c588cae1bbe102e870e8a94f5eca										
5003323277				https://sfg.taxonworks.org/api/v1/images/5ea3de6da8b1989ea9475e6fcf5157b4										
5003323274				https://sfg.taxonworks.org/api/v1/images/f78ee70cf99cf9f74c2c8026eafbce5c										
5003323270				https://sfg.taxonworks.org/api/v1/images/3c05fb67d3353a499fba65f158ae15b3										
5003323269				https://sfg.taxonworks.org/api/v1/images/bde5da9b13ec6dce75918d4384fee568										
5003323268				https://sfg.taxonworks.org/api/v1/images/7656e7b3eda4c498262c2be38ceae633										
5003323267				https://sfg.taxonworks.org/api/v1/images/f7763784bb2faaa3381b58f8c8ab32ef										
5003323266				https://sfg.taxonworks.org/api/v1/images/8ba0b9f3e7b6693d1e3a82d8a51466f1										
5003323266				https://sfg.taxonworks.org/api/v1/images/5c638d2aab20ac50361f56f9f0d246f7										
5003323262				https://sfg.taxonworks.org/api/v1/images/c6d859fffad0ebb5f6415f64bb8c1c0d										
5003323260				https://sfg.taxonworks.org/api/v1/images/e0560818b8d926dacfe242ee7babf3e9										
5003323259				https://sfg.taxonworks.org/api/v1/images/fa3e6dbfca61a91a1c4a27eddbd8a7ab										
5003323255				https://sfg.taxonworks.org/api/v1/images/7b719030af04b04f2e09d6fdb3c958f8										
5003323247				https://sfg.taxonworks.org/api/v1/images/70583c0c29f48080cffb3146258a3427										
5003323245				https://sfg.taxonworks.org/api/v1/images/7dd98440b1c77222a3ae6c46a8c3e1ac										
5003323243				https://sfg.taxonworks.org/api/v1/images/cfcbd9d4d290afdc9c7fd0506be9b138										
5003323241				https://sfg.taxonworks.org/api/v1/images/83093ddcfb049ab9e8f0903d55bcc178										
5003323239				https://sfg.taxonworks.org/api/v1/images/0231bef07e99491c0a9809772e741fa9										
5003323236				https://sfg.taxonworks.org/api/v1/images/bcbf7e253ac553a8c3852623a41d1cb0										
5003323235				https://sfg.taxonworks.org/api/v1/images/a46e8c80367328b7123b5b64ae77ceb5										
5003323234				https://sfg.taxonworks.org/api/v1/images/559e6592e3493bd9893bc59980cb572f										
5003323233				https://sfg.taxonworks.org/api/v1/images/458d7916b4ee88d7baac274fce911943										
5003323229				https://sfg.taxonworks.org/api/v1/images/81663edc019aa7969653c97145ea7b4d										
5003323226				https://sfg.taxonworks.org/api/v1/images/50d48003eb38b4fbd17a74e8a612ab60										
5003323225				https://sfg.taxonworks.org/api/v1/images/b6c2c661456362949e327e308ee52704										
