gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
5003322792	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				02adf405-8970-4832-9166-4da0761808b2	INHS Plecoptera 9788		Otis A. Hite | L. R. Aggus		8			Male	adult									present	Vial																	Ark., Madison Co.; War Eagle Cr.; SE 1/4 Sec. 24, T17N, R26W; January 10, 1963; O. Hite & L. Aggus  Allocapnia mohri Ross & Ricker, [W.E. Ricker]						1963-01-10							January 10, 1963	stream											War Eagle Creek			United States	US	Arkansas	Madison			Ark., Madison Co.; War Eagle Cr.; SE 1/4 Sec 24, T17N, R26W; January 10, 1963; O. Hite & L. Aggus												35.9013	-93.7014	unknown	10000.0			N35.9013º W93.7014º	N35.9013º	W93.7014º		unknown	POINT Z (-93.7014 35.9013 0)			Favret, Colin		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							W. E. Ricker														Allocapnia mohri Ross & Ricker, 1964							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				mohri			species		Ross & Ricker, 1964	Ouachita Snowfly	ICZN			
5003322791	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				373ee6da-091b-4176-8e7f-f604dadd5f38	INHS Insect Collection 794878		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	2			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/c31fb64a29fabef8a4e0fe1cf25e0fe2 | https://sfg.taxonworks.org/api/v1/images/2fc445425c9da192580c8d884d027050						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/10/2015.									#285 19-III-85  Pteronarcys pictetii, Rear to 6-IV-85, 2 F, Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1985-03-19							19-III-85	river						BCPoulton AR-285					Buffalo River			United States	US	Arkansas	Marion			2 mi E Mull at Hwy 14												36.06736	-92.57759	unknown	10.0			N36.06736º W92.57759º	N36.06736º	W92.57759º		unknown	POINT Z (-92.57759 36.06736 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Pteronarcys pictetii Hagen, 1873							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Pteronarcyoidea | Pteronarcyidae | Pteronarcys | Pteronarcys	Animalia	Arthropoda	Insecta	Plecoptera	Pteronarcyoidea	Pteronarcyidae				Pteronarcys				pictetii			species		Hagen, 1873	Midwestern Salmonfly	ICZN			
5003322790	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				4791a791-260f-4534-8eee-b37f132f83d7	INHS Insect Collection 877333		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1				exuvia									present	Vial		https://sfg.taxonworks.org/api/v1/images/a9339010b027ef9ce862b98c24718d3e						Imaged by: Elise Snyder; Date Imaged: 03/15/2016.									#117, Rear F, 19-III-84 || #117 rear {female} 19-III-84  Isoperla irregularis, [1 F, 1 Ex.], Det. S. W. Szczytko || Isoperla irregularis Det. S.W. Szczytko  Photographed by: Elise Snyder Date: 03/15/2016 Notes: Barry C. Poulton Collection						1984-03-19							19-III-84	stream						BCPoulton AR-117					Hars Creek			United States	US	Arkansas	Izard			2 mi E Myron at Hwy 56												36.19049	-91.67741	unknown	10.0			N36.19049º W91.67741º	N36.19049º	W91.67741º		unknown	POINT Z (-91.67741 36.19049 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Stanley W. Szczytko														Isoperla irregularis (Klapálek, 1923)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				irregularis			species		(Klapálek, 1923)	Texan Stripetail	ICZN			
5003322789	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				0d52d1ea-1be6-452d-965f-b5421ecc3613	INHS Insect Collection 794794		Henry W. Robison | D. Koym		4			Female	adult									present	Vial								Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/9/2015.									ARK: Sharp Co., Strawberry River, 1 1/2 mi N of Poughkeepsie 17-VII-83 Robison & Koym  Neoperla robisoni new species 2 M, 4 F, Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/9/2015 Notes: K.W. Stewart Collection						1983-07-17							17-VII-83	river											Strawberry River			United States	US	Arkansas	Sharp			1.5 mi N Poughkeepsie												36.09651	-91.47651	unknown	1000.0			N36.09651º W91.47651º	N36.09651º	W91.47651º		unknown	POINT Z (-91.47651 36.09651 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Neoperla robisoni Poulton & Stewart, 1986							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				robisoni			species		Poulton & Stewart, 1986	Slender Stone	ICZN			
5003322788	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				38e04e08-8f42-453c-b50c-80b299d1a12c	INHS Insect Collection 793104		Eric J. South		1			Male	adult									present	2 ml cryo 95% EtOH								RNA voucher tissue									AR, Washington Co., Cove Creek, 11.2 km E Evansville at Co. Rt 285, 35.77562, -94.37487, UV light, 6/12/2016, E. J. South, EJS-2016-051  Neoperla osage, M Det. E. J. South, 2016  Neoperla osage, M Det. B. C. Kondratieff, 2019					EJS-2016-051	2016-06-12							2016-6-12	stream	UV light										Cove Creek			United States	US	Arkansas	Washington			11.2 km E Evansville at Co. Rt 285												35.77562	-94.37487	unknown	10.0			N35.77562º W94.37487º	N35.77562º	W94.37487º		unknown	POINT Z (-94.37487 35.77562 0)			Gamble, Nicole		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Boris C. Kondratieff		2019												Neoperla osage Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				osage			species		Stark & Lentz, 1988	Osage Stone	ICZN			
5003322787	CC BY 4.0												CNCI		CNCI_data		PreservedSpecimen				e98ff416-9efe-4e42-b2bf-638f8b32eaf2	CNC 945414		Allen | Fuller		5				adult									present	ethyl alcohol																							1968-01-10								river											White River			United States	US	Arkansas	Washington			White River 6 miles E of Fayetteville on Rt. 74, Washington County												36.030783	-94.018192	unknown								unknown																																													Taeniopteryx burksi Ricker & Ross, 1968							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				burksi			species		Ricker & Ross, 1968	Eastern Willowfly	ICZN			
5003322786	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				b8af0b66-e978-4c60-858a-298349d31834	INHS Insect Collection 877264		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	2			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/05f631f1b8a0b56edf3d57e59a92f998						Imaged by: Elise Snyder; Date Imaged: 03/15/2016.									AR(27): Sharp Co., Piney Fork, Hwy 167, 0.5 mi N Evening Shade|#27, 5-I-84   Taeniopteryx burksi, Reared, 3 M, 2 F, 20 N, Det. B. C. Poulton || Taeniopteryx burksi Det. B.C. Poulton reared 3{male} 2{female}  Photographed by: Elise Snyder Date: 03/15/2016 Notes: Barry C. Poulton Collection						1984-01-05							5-I-84	stream						BCPoulton AR-27					Piney Fork			United States	US	Arkansas	Sharp			0.5 mi N Evening Shade at Hwy 167												36.08069	-91.61081	unknown	10.0			N36.08069º W91.61081º	N36.08069º	W91.61081º		unknown	POINT Z (-91.61081 36.08069 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Taeniopteryx burksi Ricker & Ross, 1968							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				burksi			species		Ricker & Ross, 1968	Eastern Willowfly	ICZN			
5003322785	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				2217934f-6cdc-47a1-bf56-9ec7a707e10f	INHS Insect Collection 793799		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	7				immature									present	Vial		https://sfg.taxonworks.org/api/v1/images/559e6592e3493bd9893bc59980cb572f						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/7/2015.									#245 8-I-85  Allocapnia granulata 8 M, 2 F, 7 N Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/7/2015 Notes: K.W. Stewart Collection						1985-01-08							8-I-85	stream						BCPoulton AR-245					Old Prairie Creek			United States	US	Arkansas	Sebastian			3 mi NW Huntington												35.10455	-94.23112	unknown	1000.0			N35.10455º W94.23112º	N35.10455º	W94.23112º		unknown	POINT Z (-94.23112 35.10455 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Allocapnia granulata (Claassen, 1924)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				granulata			species		(Claassen, 1924)	Common Snowfly	ICZN			
5003322784	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				45f39af3-8533-4380-b4fe-ef9a1853c731	INHS Insect Collection 795998				1				exuvia									present	Vial								Imaged by: Felipe Soto-Adames; Date Imaged: 12/21/2015.									Ark. Montgomery Co. Little Missouri R. LM-1 25-I 1981  Taeniopteryx maura M [Ex.]						1981-01-25							25-I-1981	river											Little Missouri River			United States	US	Arkansas	Montgomery			Albert Pike Recreation Area												34.37591	-93.87771	unknown	1000.0			N34.37591º W93.87771º	N34.37591º	W93.87771º		unknown	POINT Z (-93.87771 34.37591 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																																					Taeniopteryx maura (Pictet, 1841)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				maura			species		(Pictet, 1841)	Spinyleg Willowfly	ICZN			
5003322783	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				35020bc3-d835-451d-bc4f-3f80e64bd371	INHS Plecoptera 17064		Otis A. Hite | Maxine Hite		3			Male	adult									present	Vial								Taken as east bank of Cove Cr. at Tom Jack Hollow and confluence of TJH Creek with Cove Cr. Coordinates are 3 44.440 N Lat., -94 23.725 W Long. RED									Wash. Co. Ark; Cove Creek; O. & M. Hite; 4-30-62; light trap  Isoperla ouachita, 3 M, Det. R. E. DeWalt, 2018						1962-04-30							4-30-62	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2018												Isoperla ouachita Stark & Stewart, 1973							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				ouachita			species		Stark & Stewart, 1973	Ouachita Stripetail	ICZN			
5003322782	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				9a93d55a-acbc-4742-8311-2211c9f87058	INHS Plecoptera 18716		Otis A. Hite | Maxine Hite		1			Female	adult									present	Vial								Taken as east bank of Cove Cr. at Tom Jack Hollow and confluence of TJH Creek with Cove Cr. Coordinates are 34.440 N Lat., -94 23.725 W Long. RED									Arkansas: Washington Co.; Cove Creek, 15 mi S of; Prairie Grove 27-VI-1962; Otis and Maxine Hite Collection  Neoperla falayah Stark and Lentz, Det. R. E. DeWalt, XII-1998  Split from Plec # 3690						1962-06-27							27-VI-1962	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	1998												Neoperla falayah Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				falayah			species		Stark & Lentz, 1988	Curved Stone	ICZN			
5003322781	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				4903e259-2285-489f-b56b-d7f7434a2d5d	INHS Insect Collection 1535608		Otis A. Hite | Maxine Hite		9			Female	adult									present	Vial																	AR: Washington Co., Cove Creek, 15 mi S Prairie Grove, 26 May 1962, Otis and Maxine Hite Collection  Neoperla osage Stark and Lentz, 4M, 9F, Det. R.E. DeWalt, XI-1998						1962-05-26							26-V-1962	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	1998												Neoperla osage Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				osage			species		Stark & Lentz, 1988	Osage Stone	ICZN			
5003322780	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				3c898e36-9fc0-41ac-bfdd-5c9144bf2af3	INHS Insect Collection 794813		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/a02a5053fc751166a5f8a389ed0d11e9						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/10/2015.									#96 19-V-84  Clioperla clio Reared M, Ex., Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1984-05-19							19-V-84	stream						BCPoulton AR-96					tributary Little Cypress Creek			United States	US	Arkansas	White			El Paso at Hwy 5												35.12591	-92.09731	unknown	10.0			N35.12591º W92.09731º	N35.12591º	W92.09731º		unknown	POINT Z (-92.09731 35.12591 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Clioperla clio (Newman, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Clioperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Clioperla				clio			species		(Newman, 1839)	Clio Stripetail	ICZN			
5003322779	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				b4633b81-140a-42d6-bbc8-b993f7c4cde9	INHS Insect Collection 794841		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	2			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/ca419048bae0a441d06dd4d5c27b33f3						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/10/2015.									#3 Rear 5-15-IV-84  Isoperla coushatta Rear 2 F Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1984-04-05/15							5-15-IV-84	stream						BCPoulton AR-3, Duplicate of AR-21					Locust Creek			United States	US	Arkansas	Greene			3 mi NW Oak Grove Hts. at Hwy 34												36.13931	-90.52976	unknown	10.0			N36.13931º W90.52976º	N36.13931º	W90.52976º		unknown	POINT Z (-90.52976 36.13931 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Isoperla davisi James, 1974							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				davisi			species		James, 1974	Alabama Stripetail	ICZN			
5003322778	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				4298c584-896c-4c5e-b045-85531a88418c	INHS Insect Collection 795788				1			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/258105f74f14215727390b63ad23b146						Imaged by: E. J. South; Date Imaged: 12/18/2015.									Ark., Montgomery Co., Little Missouri R. LM-1 24-II-1980  Taeniopteryx sp., F, det. L.V.Hart 2024| Taeniopteryx burksi or maura F Det. Stark '80  Photographed by: E.J. South Date: 12/18/2015 Notes: K.W. Stewart Collection						1980-02-24							24-II-1980	stream											Little Missouri River			United States	US	Arkansas	Montgomery			Albert Pike Recreation Area												34.37591	-93.87771	unknown	1000.0			N34.37591º W93.87771º	N34.37591º	W93.87771º		unknown	POINT Z (-93.87771 34.37591 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Taeniopteryx Pictet, 1841							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx							genus		Pictet, 1841	Willowfly	ICZN			
5003322777	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				55ddd792-e7eb-40d7-8db0-0d78e414702d	INHS Insect Collection 877479		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	2				exuvia									present	Vial		https://sfg.taxonworks.org/api/v1/images/0dbc862f0852c4e6638acd56fb4d0aa5						Imaged by: Elise Snyder; Date Imaged: 03/28/2016.									#163, Rear 2 M, 6-IV-84 || #163 Rear 2{male} 6-IV-84  Isoperla irregularis, [2 M, 2 Ex.] Det. S. W. Szczytko || Isoperla irregularis Det. S.W. Szczytko  Photographed by: Elise Snyder Date: 03/28/2016 Notes: Barry C. Poulton Collection						1984-04-06							6-IV-84	stream						BCPoulton AR-163					tributary Black Branch			United States	US	Arkansas	Hempstead			3 mi SW Hope at Hwy 174												33.63372	-93.62342	unknown	1000.0			N33.63372º W93.62342º	N33.63372º	W93.62342º		unknown	POINT Z (-93.62342 33.63372 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Stanley W. Szczytko														Isoperla irregularis (Klapálek, 1923)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				irregularis			species		(Klapálek, 1923)	Texan Stripetail	ICZN			
5003322776	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				e6252471-cac6-45d4-b282-00804774d754	INHS Insect Collection 1539303		Henry W. Robison		19			Male	adult									present	Vial																	AR: Montgomery Co., 4 mi NW of Caddo Gap, Rattlesnake Creek, T3S R24W S33, 22 May 1996, H.W. Robison, white light  Leuctra tenuis, 19M, 110F, det. L.V. Hart, 2024						1996-05-22							22 May 1996	stream	at light										Rattlesnake Creek			United States	US	Arkansas	Montgomery			4 mi NW of Caddo Gap, Rattlesnake Creek, T3S R24W S33												34.450580483518685	-93.57817227682227	unknown	100.0							unknown	POINT Z (-93.57817227682227 34.450580483518685 0)			Hart, Lily	2024-01-16	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Leuctra tenuis (Pictet, 1841)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Leuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Leuctra				tenuis			species		(Pictet, 1841)	Narrow-lobed Needlefly	ICZN			
5003322775	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				ef2f344b-ad83-4413-9568-15c41ea9a385	INHS Plecoptera 14531		Otis A. Hite | Maxine Hite		2			Female	adult									present	Vial								Taken as east bank of Cove Cr. at Tom Jack Hollow and confluence of TJH Creek with Cove Cr. Coordinates are 3 44.440 N Lat., -94 23.725 W Long. RED									ARKANSAS: Washington Co.; Cove Creek, 15 mi S of; Prairie Grove 12-VI-1962 ; Otis & Maxine Hite Collection  Acroneuria perplexa, 2 F; Det. R. E. DeWalt, Feb. 2007  Arkansas; O & M Hite coll.; 6-12-62; Acroneuria perplexa; 2 F						1962-06-12							12-VI-1962	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2007												Acroneuria perplexa Frison, 1937							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Acroneuria	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Acroneuria				perplexa			species		Frison, 1937	Enigmatic Stone	ICZN			
