gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
5003322001	CC BY 4.0												ND		Midwest_data		PreservedSpecimen				fb35297a-5e61-481f-80a9-b7a3238e947e	Notre Dame 9360				6				adult									present	Vial																	AR: Independence Co.; Batesville. June 1975						1975-06-01								river											[White River]			United States	US	Arkansas	Independence			Batesville												35.75904	-91.64057	unknown								unknown																															Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2009												Neoperla osage Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				osage			species		Stark & Lentz, 1988	Osage Stone	ICZN			
5003322000	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				4fb8378a-d2a7-4c31-a581-929f29523385	INHS Insect Collection 1520050		Henry W. Robison		1			Female	adult									present	Vial																	HWR 96-49: Spring R., S. Ravenden  Strophopteryx fasciata, 2M, 1F, Det. R.E. DeWalt 2023  Strophopteryx fasciata, 2M, 1F, Det. B.C. Poulton  B.C. Poulton Donation  Photographed by: Lily Hart					HWR-96-49	1996-02-24							24 Feb. 1996	river											Spring River			United States	US	Arkansas	Lawrence			Lawrence Co.: Spring River at gravel road, ca. 1 mi. south of Ravenden, AR												36.224412	-91.250934	unknown								unknown	POINT Z (-91.250934 36.224412 0)			Hart, Lily	2024-01-10	"Shape ""drawn"" on a Leaflet map."	Leaflet	Created from a TaxonWorks interface that integrates Leaflet.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2023												Strophopteryx fasciata (Burmeister, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Strophopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Brachypterainae			Strophopteryx				fasciata			species		(Burmeister, 1839)	Mottled Willowfly	ICZN			
5003321999	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				0fdc1d17-d5c4-4584-a059-c957f62adb57	INHS Plecoptera 9920		Otis A. Hite | M. Wall		1			Female	adult									present	Vial																	Ark., Saline Co.; Alum Fk. Saline River, Hwy. 5; March 9, 1963; O. Hite & M. Wall  Allocapnia mystica Frison, [W.E Ricker]						1963-03-09							March 9, 1963	stream						Topozone					Alum Fork Saline River			United States	US	Arkansas	Saline			Hwy 5												34.6055	-92.6185	unknown	10000			N34.6055º W92.6185º	N34.6055º	W92.6185º		unknown	POINT Z (-92.6185 34.6055 0)			Favret, Colin		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							W. E. Ricker														Allocapnia mystica Frison, 1929							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				mystica			species		Frison, 1929	Moraine Snowfly	ICZN			
5003321998	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				0d11c498-b68a-42a4-8c75-22c36ec05128	INHS Insect Collection 795583		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	5				immature									present	Vial								Imaged by: R. E. DeWalt; Date Imaged: 12/17/2015.									#192, 7-I-85  Strophopteryx arkansae, 1 M, 4 F, 5 N, Det. B. C. Poulton  Photographed by: R.E. DeWalt Date: 12/17/2015 Notes: K.W. Stewart Collection						1985-01-07							7.i.1985	stream						BCPoulton AR-192					Mulberry River			United States	US	Arkansas	Franklin			at Hwy 23 Jct. Turners Road												35.66984	-93.82962	unknown	1000.0			N35.66984º W93.82962º	N35.66984º	W93.82962º		unknown	POINT Z (-93.82962 35.66984 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Strophopteryx arkansae Ricker & Ross, 1975							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Strophopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Brachypterainae			Strophopteryx				arkansae			species		Ricker & Ross, 1975	Arkansas Willowfly	ICZN			
5003321997	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				e6e1ab26-4cee-4326-9d90-e38ac7577f9b	INHS Plecoptera 9302		Otis A. Hite | L. R. Aggus		30				adult									present	Vial																	White River; Benton Co., Ark.; NW 1/4 Sec 19; T20N; R27W; O.A. Hite & L.R. Aggus; II-14-1963  Allocapnia granulata Claassen, [W.E Ricker]						1963-02-14							II-14-1963	river											White River			United States	US	Arkansas	Benton			NW 1/4 Sec 19; T20N; R27W												36.3895	-93.898	unknown	10000			N36.3895º W93.898º	N36.3895º	W93.898º		unknown	POINT Z (-93.898 36.3895 0)			Favret, Colin		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							W. E. Ricker														Allocapnia granulata (Claassen, 1924)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				granulata			species		(Claassen, 1924)	Common Snowfly	ICZN			
5003321996	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				64f5e8c0-a1d2-4a48-b88d-ffe57b20e088	INHS Insect Collection 875421		D. Koym		57			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/288806b717e67640e301e714721a8639						Imaged by: Elise Snyder; Date Imaged: 01/29/2016.									ARK: Nevada Co. Little Missouri River Hwy 6 [37], Nubbin Hill Rd. VI-82 Koym & Taylor || Ark. N*vaca Co. Little Missouri River Hwy 6 Lubbin Hill Rd. VI-82 Foym & Taylor  Perlinella ephyre 2 M, 57 F Det. B. C. Poulton || Perlinella ephyre Det. B.C. Poulton 2{male} 57 {female}  Photographed by: Elise Snyder Date: 01/29/2016 Notes: K.W. Stewart Collection						1982-06							VI-82	river											Little Missouri River			United States	US	Arkansas	Nevada			Nubbin Hill Road Hwy [37]												33.93804	-93.35393	unknown	1000			N33.93804º W93.35393º	N33.93804º	W93.35393º		unknown	POINT Z (-93.35393 33.93804 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Perlinella ephyre (Newman, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Perlinella	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlinella				ephyre			species		(Newman, 1839)	Vernal Stone	ICZN			
5003321995	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				d747851f-0623-4508-8d68-e3b95649dfc0	INHS Insect Collection 794859		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	8			Female	adult									present	Vial								Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/10/2015.									#191 15-III-85  Isoperla namata Rear 5 M, 8 F, 32 n Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1985-03-15							15-III-85	stream						BCPoulton AR-191					Smith Creek			United States	US	Arkansas	Montgomery			0.5 mi NW Caddo Gap at Hwy 8												34.40665	-93.62562	unknown	10.0			N34.40665º W93.62562º	N34.40665º	W93.62562º		unknown	POINT Z (-93.62562 34.40665 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Isoperla namata Frison, 1942							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				namata			species		Frison, 1942	Ozark Stripetail	ICZN			
5003321994	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				37c56fb7-9f45-4311-b726-8cfe301a10e7	INHS Insect Collection 794824		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1				immature									present	Vial																	#113 Clioperla 1-IV-84  Clioperla clio Reared M Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1984-04-01							1-IV-84	stream						BCPoulton AR-113					tributary Eleven Point River			United States	US	Arkansas	Randolph			4 mi SE Dalton at Hwy 93												36.38038	-91.09822	unknown	1000.0			N36.38038º W91.09822º	N36.38038º	W91.09822º		unknown	POINT Z (-91.09822 36.38038 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Clioperla clio (Newman, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Clioperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Clioperla				clio			species		(Newman, 1839)	Clio Stripetail	ICZN			
5003321993	CC0 1.0												BYU		WKU_data		PreservedSpecimen				4ca67fae-653d-4bbd-aa5a-5d63f25ff94d			Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1			Male	adult									present	Vial																							1981-02-16								stream											tributary to Sugar Creek			United States	US	Arkansas	Sebastian			5 mi SW Hartford																																																					Scott A. Grubbs	https://orcid.org/0000-0003-2170-9716													Zealeuctra cherokee Stark & Stewart, 1973							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Zealeuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Zealeuctra				cherokee			species		Stark & Stewart, 1973	Cherokee Needlefly	ICZN			
5003321992	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				ea7adcd7-64a3-4518-ace9-494266b88435	INHS Plecoptera 6854		Herbert Holdsworth Ross | Jean Alexander Ross		1			Female	adult									present	Vial																	Norman, Ark.; Montgomery Co.; Huddleston Creek; Feb. 13, 1961; Ross & Ross  Taeniopteryx maura (Pictet), [W.E. Ricker 1964]						1961-02-13							Feb. 13, 1961	stream											Huddleston Creek			United States	US	Arkansas	Montgomery			Norman												34.45301	-93.67866	unknown	1000.0			N34.45301º W93.67866º	N34.45301º	W93.67866º		unknown	POINT Z (-93.67866 34.45301 0)			Favret, Colin		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							W. E. Ricker		1964												Taeniopteryx maura (Pictet, 1841)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				maura			species		(Pictet, 1841)	Spinyleg Willowfly	ICZN			
5003321991	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				d623fb95-ee4e-4dc8-91f8-64c928d16ad9	INHS Plecoptera 3730		Otis A. Hite | Maxine Hite		4			Female	adult									present	Vial								Taken as east bank of Cove Cr. at Tom Jack Hollow and confluence of TJH Creek with Cove Cr. Coordinates are 34.440 N Lat., -94 23.725 W Long. RED									ARKANSAS: Washington Co.; Cove Creek, 15 mi S of; Prairie Grove 5-VIII-1962 light trap; Otis and Maxine Hite Collection  Neoperla clymene (Newman)						1962-08-05							5-VIII-1962	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2024												Neoperla osage Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				osage			species		Stark & Lentz, 1988	Osage Stone	ICZN			
5003321990	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				b59cb1be-25cf-4631-8d08-28c06de952d0	INHS Insect Collection 1539324		Henry W. Robison		2			Female	adult									present	Vial																	AR: Montgomery Co., 4 mi NW of Caddo Gap, Rattlesnake Creek, T3S R24W S33, 22 May 1996, H.W. Robison, at light  Neoperla sp., 5M, 2F, det. L.V. Hart 2024						1996-05-22							22 May 1996	stream	at light										Rattlesnake Creek			United States	US	Arkansas	Montgomery			4 mi NW of Caddo Gap, Rattlesnake Creek, T3S R24W S33												34.450580483518685	-93.57817227682227	unknown	100.0							unknown	POINT Z (-93.57817227682227 34.450580483518685 0)			Hart, Lily	2024-01-16	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Neoperla Needham, 1905							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla							genus		Needham, 1905	Stone	ICZN			
5003321989	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				fc658009-40a1-407e-b3d0-59df363e9846	INHS Plecoptera 3767		Otis A. Hite | Maxine Hite		1			Male	adult									present	Vial								Taken as east bank of Cove Cr. at Tom Jack Hollow and confluence of TJH Creek with Cove Cr. Coordinates are 34.440 N Lat., -94 23.725 W Long. RED									ARKANSAS: Washington Co.; Cove Creek, 15 mi S of; Prairie Grove 20-VII-1962; Otis and Maxine Hite  Neoperla clymene (Newman)						1962-07-20							20-VII-1962	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																																					Neoperla Needham, 1905							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla							genus		Needham, 1905	Stone	ICZN			
5003321988	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				f507b263-74c4-4d23-b4c6-c578d27a5ff8	INHS Insect Collection 1535623		Henry W. Robison		1			Female	adult									present	Vial																	HWR93-2. Big Piney Ck. at Hwy 123. Johnson Co.  Taeniopteryx metequi, F, det. L.V. Hart 2024					HWR-93-2	1993-02-13							13 Feb. 1993	stream											Big Piney Creek			United States	US	Arkansas	Johnson			AR: Johnson Co.: Big Piney Creek at St. Hwy 123 bridge, Temp=60 F												35.677256	-93.235302	unknown	100.0							unknown	POINT Z (-93.235302 35.677256 0)			Hart, Lily	2023-09-19	"Shape ""drawn"" on a Leaflet map."	Leaflet	Created from a TaxonWorks interface that integrates Leaflet.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Taeniopteryx metequi Ricker & Ross, 1968							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				metequi			species		Ricker & Ross, 1968	Shortwing Willowfly	ICZN			
5003321987	CC BY 4.0												MSU		Midwest_data		PreservedSpecimen				2acdd32f-2f87-4cdc-85fd-7158e095e6ab	MichSU 19448		Roland L. Fischer | Norman T. Baker | E. J. Kochenderfer		1			Male	adult									present	Vial																	Arkansas: Shores lake Campsite, Ozark National Forest, Franklin Co., 4 June, 1968 Roland L. Fischer, Norman T. Baker, & E. J. Kochenderfer						1968-06-04																						United States	US	Arkansas	Franklin			Shores Lake Recreation Area at campground												35.64146	-93.96134	unknown								unknown																															Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2013												Perlesta Banks, 1906							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta							genus		Banks, 1906	Summer Stone	ICZN			
5003321986	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				c36e180a-7ebc-45db-917c-e511a3864ca6	INHS Insect Collection 796577		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	7				immature									present	Vial		https://sfg.taxonworks.org/api/v1/images/0ae1f0b8c0808da4b41843e87b217944						Imaged by: Elise Snyder; Date Imaged: 1/12/2016.									AR#300 12-V-1985  Perlesta sp., 7 N, Det. R. E. DeWalt, 2015  Photographed by: Elise Snyder Date: 01/12/2016 Notes: K.W. Stewart Collection						1985-05-12							12-V-1985	stream						BCPoulton AR-300					South Fourche la Fave River			United States	US	Arkansas	Perry			1 mi SE Hollis at Hwy 7												34.87116	-93.11063	unknown	10.0			N34.87116º W93.11063º	N34.87116º	W93.11063º		unknown	POINT Z (-93.11063 34.87116 0)			DeWalt, Ralph Edward	2024-02-23	A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2015												Perlesta Banks, 1906							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta							genus		Banks, 1906	Summer Stone	ICZN			
5003321985	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				c8e80cd2-d181-42bd-8369-3a7d5d2e7cbd	INHS Insect Collection 583838				2				immature									present	Vial								reared									LM-3 (Q); 24 Nov 1979  Zealeuctra warreni						1979-11-24							24 Nov 1979	river						Set at Montgomery Co. line.					Little Missouri River			United States	US	Arkansas	Montgomery															34.34978	-93.91036	unknown	10000			N34.34978º W93.91036º	N34.34978º	W93.91036º		unknown	POINT Z (-93.91036 34.34978 0)			DeWalt, Ralph Edward	2024-01-12	A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																																					Zealeuctra warreni Ricker & Ross, 1969							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Zealeuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Zealeuctra				warreni			species		Ricker & Ross, 1969	Early Needlefly	ICZN			
5003321984	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				d6d3e1ca-23b6-4532-b9f0-7cb494cde847	INHS Insect Collection 1520247		Henry W. Robison		5			Female	adult									present	Vial																	AR: Johnson Co., Granny Ck. at St. Hwy 164, 23 Feb. 1997, H.W. Robison  Allocapnia rickeri, 23M, 5F, Det. R.E. DeWalt 2023  Allocapnia rickeri, 23M, 5F, Det. B.C. Poulton  B.C. Poulton Donation  Photographed by: Lily Hart					HWR-97-69	1997-02-23							23 Feb. 1997	stream											Granny Creek			United States	US	Arkansas	Johnson			at St. Hwy 164												35.517742	-93.298914	unknown	100.0							unknown	POINT Z (-93.298914 35.517742 0)			Hart, Lily	2023-09-19	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2023												Allocapnia rickeri Frison, 1942							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				rickeri			species		Frison, 1942	Midwest Snowfly	ICZN			
5003321983	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				504414e1-14e2-429d-b07a-a9813a2cd2f0	INHS Insect Collection 1504298		Henry W. Robison		5			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/3e4842b0d7531c7e3a463124bfba7fb6															AR: Montgomery Co., 1 1/2 mi. W of Albert Pike, 1 mi. N of Road 106, Brier Creek seeps, 3 July 1996, H.W. Robison  Neoperla sp., 5M, 8F, det. L.V. Hart 2024						1996-07-03							3 July 1996	seep											Brier Creek seeps			United States	US	Arkansas	Montgomery			1 1/2 mi. W of Albert Pike, 1 mi. N of Road 106												34.383929	-93.90988	unknown	100.0							unknown	POINT Z (-93.90988 34.383929 0)			Hart, Lily	2023-06-19	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Neoperla Needham, 1905							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla							genus		Needham, 1905	Stone	ICZN			
5003321982	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				2cc5baac-9358-4aa4-90b0-9f1f91ec6316	INHS Insect Collection 877321		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/26246a2c2dfc789637c318d75c340132						Imaged by: Elise Snyder; Date Imaged: 03/15/2016.									#173, Rear M, 8-IV-84 || #173 rear 8-IV-84 rear {male}  Isoperla namata Frison, [1 M, 1 Ex.], Det. S. W. Szczytko, 1984 || Isoperla namata Frison Det. S.W. Szczytko 1984  Photographed by: Elise Snyder Date: 03/15/2016 NotesL Barry C. Poulton Collection						1984-04-08							8-IV-84	stream						BCPoulton AR-173					Lee Creek			United States	US	Arkansas	Crawford			Natural Dam at Hwy 59												35.64577	-94.39367	unknown	10.0			N35.64577º W94.39367º	N35.64577º	W94.39367º		unknown	POINT Z (-94.39367 35.64577 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Stanley W. Szczytko		1984												Isoperla namata Frison, 1942							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Isoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Isoperla				namata			species		Frison, 1942	Ozark Stripetail	ICZN			
